"year","district","discode","total_salary","avg_salary","n_FTE"
2007,"Freetown","01020000",1805317,53098,34
2007,"Freetown-Lakeville","06650000",8510154,57892,147
2007,"Frontier","06700000",3314452,48742,68
2007,"Gardner","01030000",11103985,54646,203.2
2007,"Gateway","06720000",5292526,48555,109
2007,"Georgetown","01050000",5955965,50134,118.8
2007,"Gill-Montague","06740000",5507448,54855,100.4
2007,"Gloucester","01070000",16742970,57065,293.4
2007,"Grafton","01100000",11134732,54289,205.1
2007,"Granby","01110000",4411530,53023,83.2
2007,"Granville","01120000",1026149,49813,20.6
2007,"Greater Fall River Regional Vocational Technical","08210000",7773897,62693,124
2007,"Greater Lawrence Regional Vocational Technical","08230000",9056291,61649,146.9
2007,"Greater Lowell Regional Vocational Technical","08280000",11683502,65454,178.5
2007,"Greater New Bedford Regional Vocational Technical","08250000",12276602,61691,199
2007,"Greenfield","01140000",7860412,49343,159.3
2007,"Groton-Dunstable","06730000",10439388,54528,191.5
2007,"Hadley","01170000",2418354,40306,60
2007,"Halifax","01180000",2551910,55476,46
2007,"Hamilton-Wenham","06750000",10763896,55954,192.4
2007,"Hampden-Wilbraham","06800000",13948997,52666,264.9
2007,"Hampshire","06830000",3597728,47526,75.7
2007,"Hancock","01210000",262506,47728,5.5
2007,"Hanover","01220000",11738192,55605,211.1
2007,"Harvard","01250000",5383208,59352,90.7
2007,"Harwich","01260000",6476638,53788,120.4
2007,"Hatfield","01270000",1885791,48354,39
2007,"Haverhill","01280000",32217136,66533,484.2
2007,"Hawlemont","06850000",529951,46003,11.5
2007,"Hingham","01310000",16352168,61613,265.4
2007,"Holbrook","01330000",5076179,51692,98.2
2007,"Holland","01350000",1042435,56654,18.4
2007,"Holliston","01360000",13338388,57856,230.6
2007,"Holyoke","01370000",36721778,58698,625.6
2007,"Hopedale","01380000",4888715,58900,83
2007,"Hopkinton","01390000",15716692,61707,254.7
2007,"Hudson","01410000",13163021,51499,255.6
2007,"Hull","01420000",6021894,53291,113
2007,"Ipswich","01440000",8465968,55646,152.1
2007,"King Philip","06900000",7244003,58561,123.7
2007,"Kingston","01450000",4149457,60137,69
2007,"Lakeville","01460000",2532382,51681,49
2007,"Lanesborough","01480000",1269024,56653,22.4
2007,"Lawrence","01490000",56930361,54426,1046
2007,"Lee","01500000",4023470,53291,75.5
2007,"Leicester","01510000",7795083,57065,136.6
2007,"Lenox","01520000",4428329,58545,75.6
2007,"Leominster","01530000",21955666,50612,433.8
2007,"Leverett","01540000",842918,43539,19.4
2007,"Lexington","01550000",32087114,61763,519.5
2007,"Lincoln","01570000",8305356,63892,130
2007,"Lincoln-Sudbury","06950000",8697288,66799,130.2
2007,"Littleton","01580000",6724390,62845,107
2007,"Longmeadow","01590000",13832199,54340,254.6
2007,"Lowell","01600000",70227035,62658,1120.8
2007,"Ludlow","01610000",11545663,50319,229.5
2007,"Lunenburg","01620000",7025479,57492,122.2
2007,"Lynn","01630000",62569568,56532,1106.8
2007,"Lynnfield","01640000",9501122,57934,164
2007,"Malden","01650000",31440712,65638,479
2007,"Manchester Essex Regional","06980000",6779545,61465,110.3
2007,"Mansfield","01670000",18856578,57420,328.4
2007,"Marblehead","01680000",13427642,56277,238.6
2007,"Marion","01690000",2264218,62461,36.3
2007,"Marlborough","01700000",19941315,56926,350.3
2007,"Marshfield","01710000",19694434,59178,332.8
2007,"Marthas Vineyard","07000000",5557284,62406,89.1
2007,"Masconomet","07050000",8648852,63688,135.8
2007,"Mashpee","01720000",9861877,55463,177.8
2007,"Mattapoisett","01730000",2441718,58136,42
2007,"Maynard","01740000",5944721,59686,99.6
2007,"Medfield","01750000",12982521,60604,214.2
2007,"Medford","01760000",23156738,63115,366.9
2007,"Medway","01770000",10696855,59394,180.1
2007,"Melrose","01780000",12592908,51211,245.9
2007,"Mendon-Upton","07100000",10980150,50138,219
2007,"Methuen","01810000",28999739,60720,477.6
2007,"Middleborough","01820000",13897336,54056,257.1
2007,"Middleton","01840000",3381904,57467,58.9
2007,"Milford","01850000",18044246,53220,339.1
2007,"Millbury","01860000",8667937,62902,137.8
2007,"Millis","01870000",5060402,58979,85.8
2007,"Milton","01890000",17924043,59412,301.7
2007,"Minuteman Regional Vocational Technical","08300000",6961221,68692,101.3
2007,"Mohawk Trail","07170000",5516498,48213,114.4
2007,"Monson","01910000",5217549,49315,105.8
2007,"Montachusett Regional Vocational Technical","08320000",6845697,60851,112.5
2007,"Mount Greylock","07150000",3294780,57201,57.6
2007,"Nahant","01960000",828528,53111,15.6
2007,"Nantucket","01970000",8769757,70781,123.9
2007,"Narragansett","07200000",5992893,49692,120.6
2007,"Nashoba","07250000",15272573,57201,267
2007,"Nashoba Valley Regional Vocational Technical","08520000",2713010,54260,50
2007,"Natick","01980000",18862405,53816,350.5
2007,"Nauset","06600000",8897446,59316,150
2007,"Needham","01990000",22889937,63324,361.5
2007,"New Bedford","02010000",57557154,58493,984
2007,"New Salem-Wendell","07280000",608563,49477,12.3
2007,"Newburyport","02040000",11392150,53499,212.9
2007,"Newton","02070000",62820787,67080,936.5
2007,"Norfolk","02080000",4836845,60182,80.4
2007,"Norfolk County Agricultural","09150000",2772767,64036,43.3
2007,"North Adams","02090000",9250081,46250,200
2007,"North Andover","02110000",14914567,54773,272.3
2007,"North Attleborough","02120000",18986659,58460,324.8
2007,"North Brookfield","02150000",2886590,52675,54.8
2007,"North Middlesex","07350000",16799533,52829,318
2007,"North Reading","02170000",10257422,56344,182.1
2007,"North Shore","08540000",3671492,65562,56
2007,"Northampton","02100000",11124550,50785,219.1
2007,"Northampton-Smith Vocational Agricultural","04060000",2792941,51530,54.2
2007,"Northboro-Southboro","07300000",6962722,62502,111.4
2007,"Northborough","02130000",9169902,63724,143.9
2007,"Northbridge","02140000",11079193,55396,200
2007,"Northeast Metropolitan Regional Vocational Technical","08530000",7732898,58450,132.3
2007,"Northern Berkshire Regional Vocational Technical","08510000",3073666,60865,50.5
2007,"Norton","02180000",10864223,59013,184.1
2007,"Norwell","02190000",8843600,65508,135
2007,"Norwood","02200000",14324621,51178,279.9
2007,"Oak Bluffs","02210000",2819512,63906,44.1
2007,"Old Colony Regional Vocational Technical","08550000",3395257,59776,56.8
2007,"Old Rochester","07400000",5527480,60675,91.1
2007,"Orange","02230000",3315001,48678,68.1
2007,"Orleans","02240000",1361584,58312,23.4
2007,"Oxford","02260000",7962539,57284,139
2007,"Palmer","02270000",7848683,43363,181
2007,"Pathfinder Regional Vocational Technical","08600000",4287783,58737,73
2007,"Peabody","02290000",26671391,56736,470.1
2007,"Pelham","02300000",651882,58728,11.1
2007,"Pembroke","02310000",11251870,57466,195.8
2007,"Pentucket","07450000",13348402,53882,247.7
2007,"Petersham","02340000",416904,43337,9.6
2007,"Pioneer Valley","07500000",4774576,47794,99.9
2007,"Pittsfield","02360000",26193780,54937,476.8
2007,"Plainville","02380000",3013774,54796,55
2007,"Plymouth","02390000",35816982,60512,591.9
2007,"Plympton","02400000",986130,55401,17.8
2007,"Provincetown","02420000",2095136,57877,36.2
2007,"Quabbin","07530000",11960483,58287,205.2
2007,"Quaboag Regional","07780000",5951034,52664,113
2007,"Quincy","02430000",42935420,58655,732
2007,"Ralph C Mahar","07550000",2852064,45271,63
2007,"Randolph","02440000",13439814,53673,250.4
2007,"Reading","02460000",16694791,55008,303.5
2007,"Revere","02480000",25082271,60658,413.5
2007,"Richmond","02490000",1117746,61079,18.3
2007,"Rochester","02500000",2784684,64911,42.9
2007,"Rockland","02510000",8699655,52725,165
2007,"Rockport","02520000",5355168,55841,95.9
2007,"Rowe","02530000",394321,46391,8.5
2007,"Salem","02580000",23109417,49602,465.9
2007,"Sandwich","02610000",14082159,55354,254.4
2007,"Saugus","02620000",12127913,52434,231.3
2007,"Savoy","02630000",244653,46161,5.3
2007,"Scituate","02640000",13904855,59935,232
2007,"Seekonk","02650000",8011529,61779,129.7
2007,"Sharon","02660000",14563115,58910,247.2
2007,"Shawsheen Valley Regional Vocational Technical","08710000",8224148,66863,123
2007,"Sherborn","02690000",2286063,64396,35.5
2007,"Shirley","02700000",2558793,49782,51.4
2007,"Shrewsbury","02710000",20487515,56027,365.7
2007,"Shutesbury","02720000",704376,42976,16.4
2007,"Silver Lake","07600000",9694523,66219,146.4
2007,"Somerset","02730000",12331738,54182,227.6
2007,"Somerville","02740000",26252966,62978,416.9
2007,"South Hadley","02780000",9135259,53236,171.6
2007,"South Middlesex Regional Vocational Technical","08290000",6151979,62762,98
2007,"South Shore Regional Vocational Technical","08730000",3882224,62315,62.3
2007,"Southampton","02750000",2174045,48636,44.7
2007,"Southborough","02760000",7117558,57585,123.6
2007,"Southbridge","02770000",10282410,59115,173.9
2007,"Southeastern Regional Vocational Technical","08720000",6479551,50621,128
2007,"Southern Berkshire","07650000",4428072,47097,94
2007,"Southern Worcester County Regional Vocational Technical","08760000",6590203,58841,112
2007,"Southwick-Tolland-Granville Regional School District","07660000",7217212,50403,143.2
2007,"Spencer-E Brookfield","07670000",8831252,58954,149.8
2007,"Springfield","02810000",123004732,53558,2296.7
2007,"Stoneham","02840000",10919472,55038,198.4
2007,"Stoughton","02850000",18003421,61143,294.5
2007,"Sturbridge","02870000",4644254,66968,69.4
2007,"Sudbury","02880000",11937487,55835,213.8
2007,"Sunderland","02890000",1011577,48634,20.8
2007,"Sutton","02900000",7047568,51782,136.1
2007,"Swampscott","02910000",10843758,57680,188
2007,"Swansea","02920000",8307966,48870,170
2007,"Tantasqua","07700000",8782787,62289,141
2007,"Taunton","02930000",33236739,61664,539
2007,"Tewksbury","02950000",16300685,59146,275.6
2007,"Tisbury","02960000",2237848,65281,34.3
2007,"Topsfield","02980000",3321401,56776,58.5
2007,"Tri County Regional Vocational Technical","08780000",5847986,62882,93
2007,"Triton","07730000",11514585,53161,216.6
2007,"Truro","03000000",786015,40516,19.4
2007,"Tyngsborough","03010000",8358510,55281,151.2
2007,"Up-Island Regional","07740000",2784191,63062,44.2
2007,"Upper Cape Cod Regional Vocational Technical","08790000",4049428,58181,69.6
2007,"Uxbridge","03040000",9290706,56069,165.7
2007,"Wachusett","07750000",26130752,56280,464.3
2007,"Wakefield","03050000",15670179,57274,273.6
2007,"Wales","03060000",650774,57591,11.3
2007,"Walpole","03070000",14633088,55380,264.2
2007,"Waltham","03080000",26753739,60680,440.9
2007,"Ware","03090000",4816969,53226,90.5
2007,"Wareham","03100000",14469919,59660,242.5
2007,"Watertown","03140000",13946914,61589,226.5
2007,"Wayland","03150000",15493817,64037,242
2007,"Webster","03160000",8297182,59606,139.2
2007,"Wellesley","03170000",22958973,69784,329
2007,"Wellfleet","03180000",912671,58882,15.5
2007,"West Boylston","03220000",5232638,56144,93.2
2007,"West Bridgewater","03230000",4747023,49294,96.3
2007,"West Springfield","03320000",16252332,50693,320.6
2007,"Westborough","03210000",17580096,62275,282.3
2007,"Westfield","03250000",28096703,44153,636.4
2007,"Westford","03260000",21200098,57672,367.6
2007,"Westhampton","03270000",535523,46976,11.4
2007,"Weston","03300000",13267606,70617,187.9
2007,"Westport","03310000",6858569,53208,128.9
2007,"Westwood","03350000",12952303,60159,215.3
2007,"Weymouth","03360000",29470612,58882,500.5
2007,"Whately","03370000",576152,54872,10.5
2007,"Whitman-Hanson","07800000",15820968,60587,261.1
2007,"Whittier Regional Vocational Technical","08850000",7532646,62512,120.5
2007,"Williamsburg","03400000",1034725,55630,18.6
2007,"Williamstown","03410000",2165144,57431,37.7
2007,"Wilmington","03420000",15584089,55224,282.2
2007,"Winchendon","03430000",7108078,51359,138.4
2007,"Winchester","03440000",19568572,65744,297.7
2007,"Winthrop","03460000",9161687,49177,186.3
2007,"Woburn","03470000",21098063,54715,385.6
2007,"Worcester","03480000",130807075,61539,2125.6
2007,"Wrentham","03500000",4513136,60015,75.2
2007,"State Totals","00000000",4297093565,58258,73759.5
2008,"Abington","00010000",8851492,59807,148
2008,"Acton","00020000",9436599,68880,137
2008,"Acton-Boxborough","06000000",11612363,67514,172
2008,"Acushnet","00030000",3725494,49020,76
2008,"Adams-Cheshire","06030000",6772469,56912,119
2008,"Agawam","00050000",18805402,59323,317
2008,"Amesbury","00070000",10277168,61540,167
2008,"Amherst","00080000",8371976,59376,141
2008,"Amherst-Pelham","06050000",9195165,62552,147
2008,"Andover","00090000",31050612,69934,444
2008,"Arlington","00100000",19250403,57636,334
2008,"Ashburnham-Westminster","06100000",9893820,64246,154
2008,"Ashland","00140000",11057674,61775,179
2008,"Assabet Valley Regional Vocational Technical","08010000",6781807,66488,102
2008,"Athol-Royalston","06150000",7096950,55015,129
2008,"Attleboro","00160000",27302569,69120,395
2008,"Auburn","00170000",9899232,59995,165
2008,"Avon","00180000",3332264,54627,61
2008,"Ayer","00190000",5344522,56857,94
2008,"Barnstable","00200000",23538769,66872,352
2008,"Bedford","00230000",12983344,67622,192
2008,"Belchertown","00240000",9527023,56708,168
2008,"Bellingham","00250000",10754735,59749,180
2008,"Belmont","00260000",15861374,66366,239
2008,"Berkley","00270000",3914516,59311,66
2008,"Berkshire Hills","06180000",7928715,59614,133
2008,"Berlin","00280000",1250297,73547,17
2008,"Berlin-Boylston","06200000",2193015,60917,36
2008,"Beverly","00300000",19437875,62703,310
2008,"Billerica","00310000",25006207,58426,428
2008,"Blackstone-Millville","06220000",9099496,58706,155
2008,"Blackstone Valley Regional Vocational Technical","08050000",6001952,63851,94
2008,"Blue Hills Regional Vocational Technical","08060000",6522986,74125,88
2008,"Boston","00350000",332743573,76108,4372
2008,"Bourne","00360000",9844463,57570,171
2008,"Boxborough","00370000",2627693,67377,39
2008,"Boxford","00380000",4780528,67331,71
2008,"Boylston","00390000",1684339,62383,27
2008,"Braintree","00400000",23130885,61682,375
2008,"Brewster","00410000",2756957,59934,46
2008,"Bridgewater-Raynham","06250000",21756822,67990,320
2008,"Brimfield","00430000",1730069,55809,31
2008,"Bristol County Agricultural","09100000",1877860,55231,34
2008,"Bristol-Plymouth Regional Vocational Technical","08100000",6654971,70798,94
2008,"Brockton","00440000",72354272,64315,1125
2008,"Brookfield","00450000",1584912,60958,26
2008,"Brookline","00460000",37352727,78308,477
2008,"Burlington","00480000",21556374,65581,328.7
2008,"Cambridge","00490000",43992182,71185,618
2008,"Canton","00500000",13186793,66265,199
2008,"Cape Cod Regional Vocational Technical","08150000",4674132,66773,70
2008,"Carlisle","00510000",4464026,72000,62
2008,"Carver","00520000",8971415,59809,150
2008,"Central Berkshire","06350000",8886361,61711,144
2008,"Chatham","00550000",4276602,62891,68
2008,"Chelmsford","00560000",22257437,61998,359
2008,"Chelsea","00570000",23821334,58243,409
2008,"Chesterfield-Goshen","06320000",724665,48311,15
2008,"Chicopee","00610000",34416108,58932,584
2008,"Clarksburg","00630000",827607,63662,13
2008,"Clinton","00640000",9759723,62164,157
2008,"Cohasset","00650000",7176405,62404,115
2008,"Concord","00670000",11026103,72540,152
2008,"Concord-Carlisle","06400000",7206670,74296,97
2008,"Conway","00680000",790901,56493,14
2008,"Danvers","00710000",17467138,64693,270
2008,"Dartmouth","00720000",16683138,64414,259
2008,"Dedham","00730000",14933707,67269,222
2008,"Deerfield","00740000",1992495,53851,37
2008,"Dennis-Yarmouth","06450000",17315416,57718,300
2008,"Dighton-Rehoboth","06500000",12462987,58788,212
2008,"Douglas","00770000",6122097,53703,114
2008,"Dover","00780000",3237707,77088,42
2008,"Dover-Sherborn","06550000",7266161,73396,99
2008,"Dracut","00790000",15077259,61290,246
2008,"Dudley-Charlton Reg","06580000",16466762,58601,281
2008,"Duxbury","00820000",14595196,67259,217
2008,"East Bridgewater","00830000",9306357,61226,152
2008,"East Longmeadow","00870000",12396784,61676,201
2008,"Eastham","00850000",1402274,66775,21
2008,"Easthampton","00860000",7686462,56937,135
2008,"Easton","00880000",15295350,60456,253
2008,"Edgartown","00890000",2426956,65593,37
2008,"Erving","00910000",736715,52623,14
2008,"Essex County","09130000",2559739,58176,44
2008,"Everett","00930000",26058430,64822,402
2008,"Fairhaven","00940000",8334756,54834,152
2008,"Fall River","00950000",49944549,63381,788
2008,"Falmouth","00960000",21594763,66242,326
2008,"Farmington River Reg","06620000",937020,55119,17
2008,"Fitchburg","00970000",24976099,65382,382
2008,"Florida","00980000",411029,34252,12
2008,"Foxborough","00990000",12603977,62089,203
2008,"Framingham","01000000",43754290,68259,641
2008,"Franklin","01010000",29397853,66361,443
2008,"Franklin County Regional Vocational Technical","08180000",3196662,56082,57
2008,"Freetown","01020000",2004057,57259,35
2008,"Freetown-Lakeville","06650000",8331244,60812,137
2008,"Frontier","06700000",3496944,53799,65
2008,"Gardner","01030000",11218356,61980,181
2008,"Gateway","06720000",5545357,50875,109
2008,"Georgetown","01050000",6164248,57610,107
2008,"Gill-Montague","06740000",5486962,61651,89
2008,"Gloucester","01070000",16348029,65392,250
2008,"Grafton","01100000",11603851,61073,190
2008,"Granby","01110000",4568642,53749,85
2008,"Granville","01120000",960341,50544,19
2008,"Greater Fall River Regional Vocational Technical","08210000",8148022,68471,119
2008,"Greater Lawrence Regional Vocational Technical","08230000",8946911,63907,140
2008,"Greater Lowell Regional Vocational Technical","08280000",11917229,66577,179
2008,"Greater New Bedford Regional Vocational Technical","08250000",13225249,71103,186
2008,"Greenfield","01140000",8220042,57888,142
2008,"Groton-Dunstable","06730000",10759704,59446,181
2008,"Hadley","01170000",2519729,51423,49
2008,"Halifax","01180000",2612787,59382,44
2008,"Hamilton-Wenham","06750000",10804573,67953,159
2008,"Hampden-Wilbraham","06800000",14393711,57118,252
2008,"Hampshire","06830000",3751351,56839,66
2008,"Hancock","01210000",336585,67317,5
2008,"Hanover","01220000",12424034,59162,210
2008,"Harvard","01250000",5955148,69246,86
2008,"Harwich","01260000",6773615,57894,117
2008,"Hatfield","01270000",1945888,51208,38
2008,"Haverhill","01280000",33540466,66417,505
2008,"Hawlemont","06850000",546312,42024,13
2008,"Hingham","01310000",16972161,63329,268
2008,"Holbrook","01330000",4578692,54508,84
2008,"Holland","01350000",1063052,50622,21
2008,"Holliston","01360000",14139593,64271,220
2008,"Holyoke","01370000",36610352,62051,590
2008,"Hopedale","01380000",5147006,57832,89
2008,"Hopkinton","01390000",16088803,67600,238
2008,"Hudson","01410000",14065522,65727,214
2008,"Hull","01420000",5678422,55671,102
2008,"Ipswich","01440000",8675246,59829,145
2008,"King Philip","06900000",7814782,67955,115
2008,"Kingston","01450000",4562859,62505,73
2008,"Lakeville","01460000",2692371,58530,46
2008,"Lanesborough","01480000",1315973,59817,22
2008,"Lawrence","01490000",60001683,70840,847
2008,"Lee","01500000",4248474,55901,76
2008,"Leicester","01510000",8110928,62875,129
2008,"Lenox","01520000",4587900,65541,70
2008,"Leominster","01530000",23142359,57856,400
2008,"Leverett","01540000",831791,51987,16
2008,"Lexington","01550000",34910292,69129,505
2008,"Lincoln","01570000",8443089,69778,121
2008,"Lincoln-Sudbury","06950000",9654734,76022,127
2008,"Littleton","01580000",6862098,62955,109
2008,"Longmeadow","01590000",15152709,64206,236
2008,"Lowell","01600000",75285222,69387,1085
2008,"Ludlow","01610000",11983835,55481,216
2008,"Lunenburg","01620000",7101658,59180,120
2008,"Lynn","01630000",63730359,60523,1053
2008,"Lynnfield","01640000",10022947,65940,152
2008,"Malden","01650000",33390560,73547,454
2008,"Manchester Essex Regional","06980000",6864319,65940,104.1
2008,"Mansfield","01670000",19566189,60576,323
2008,"Marblehead","01680000",13564618,57477,236
2008,"Marion","01690000",2285301,67215,34
2008,"Marlborough","01700000",21385119,59902,357
2008,"Marshfield","01710000",20995615,63431,331
2008,"Marthas Vineyard","07000000",5421753,69510,78
2008,"Masconomet","07050000",8805969,66712,132
2008,"Mashpee","01720000",9559806,71878,133
2008,"Mattapoisett","01730000",2302732,60598,38
2008,"Maynard","01740000",6057522,65843,92
2008,"Medfield","01750000",13134546,65346,201
2008,"Medford","01760000",23452651,66627,352
2008,"Medway","01770000",11190555,60164,186
2008,"Melrose","01780000",12854460,54010,238
2008,"Mendon-Upton","07100000",11750352,52224,225
2008,"Methuen","01810000",30813314,64061,481
2008,"Middleborough","01820000",13372774,60510,221
2008,"Middleton","01840000",3694347,61572,60
2008,"Milford","01850000",19331943,61961,312
2008,"Millbury","01860000",8864154,63771,139
2008,"Millis","01870000",5304496,59601,89
2008,"Milton","01890000",17766437,72221,246
2008,"Minuteman Regional Vocational Technical","08300000",6853478,74494,92
2008,"Mohawk Trail","07170000",5522291,53614,103
2008,"Monson","01910000",5381837,51256,105
2008,"Montachusett Regional Vocational Technical","08320000",7035254,70353,100
2008,"Mount Greylock","07150000",3200896,64018,50
2008,"Nahant","01960000",823542,45752,18
2008,"Nantucket","01970000",9278006,78627,118
2008,"Narragansett","07200000",6751196,66188,102
2008,"Nashoba","07250000",17138766,69388,247
2008,"Nashoba Valley Regional Vocational Technical","08520000",3072104,59079,52
2008,"Natick","01980000",20396097,62757,325
2008,"Nauset","06600000",9229157,67366,137
2008,"Needham","01990000",23588089,67977,347
2008,"New Bedford","02010000",61895421,71638,864
2008,"New Salem-Wendell","07280000",599921,49993,12
2008,"Newburyport","02040000",10793508,67884,159
2008,"Newton","02070000",67129343,70961,946
2008,"Norfolk","02080000",5222924,62178,84
2008,"Norfolk County Agricultural","09150000",2963760,65861,45
2008,"North Adams","02090000",9472941,58475,162
2008,"North Andover","02110000",16840434,72277,233
2008,"North Attleborough","02120000",18883247,63155,299
2008,"North Brookfield","02150000",3173798,58774,54
2008,"North Middlesex","07350000",16968097,61702,275
2008,"North Reading","02170000",10547797,61324,172
2008,"North Shore","08540000",3743522,64543,58
2008,"Northampton","02100000",11610359,54002,215
2008,"Northampton-Smith Vocational Agricultural","04060000",2916437,57185,51
2008,"Northboro-Southboro","07300000",7207109,68639,105
2008,"Northborough","02130000",9265027,70190,132
2008,"Northbridge","02140000",9317388,70056,133
2008,"Northeast Metropolitan Regional Vocational Technical","08530000",7536526,61775,122
2008,"Northern Berkshire Regional Vocational Technical","08510000",3185338,72394,44
2008,"Norton","02180000",11389370,61899,184
2008,"Norwell","02190000",9107849,65999,138
2008,"Norwood","02200000",15015390,57974,259
2008,"Oak Bluffs","02210000",2928605,63665,46
2008,"Old Colony Regional Vocational Technical","08550000",3574958,79444,45
2008,"Old Rochester","07400000",5929271,67378,88
2008,"Orange","02230000",3222339,52825,61
2008,"Orleans","02240000",1402516,60979,23
2008,"Oxford","02260000",8206150,58200,141
2008,"Palmer","02270000",7663070,54736,140
2008,"Pathfinder Regional Vocational Technical","08600000",4471483,57327,78
2008,"Peabody","02290000",27342867,60227,454
2008,"Pelham","02300000",656946,59722,11
2008,"Pembroke","02310000",12464001,60213,207
2008,"Pentucket","07450000",14368303,63019,228
2008,"Petersham","02340000",417466,52183,8
2008,"Pioneer Valley","07500000",4918391,55891,88
2008,"Pittsfield","02360000",26137678,51351,509
2008,"Plainville","02380000",3032856,56164,54
2008,"Plymouth","02390000",36049324,60283,598
2008,"Plympton","02400000",1021049,63816,16
2008,"Provincetown","02420000",1782412,57497,31
2008,"Quabbin","07530000",12549758,60627,207
2008,"Quaboag Regional","07780000",6309442,67843,93
2008,"Quincy","02430000",45831543,64825,707
2008,"Ralph C Mahar","07550000",2992512,48266,62
2008,"Randolph","02440000",12537120,59137,212
2008,"Reading","02460000",17445328,61212,285
2008,"Revere","02480000",26710197,65306,409
2008,"Richmond","02490000",1166969,68645,17
2008,"Rochester","02500000",2672132,62143,43
2008,"Rockland","02510000",8933113,60769,147
2008,"Rockport","02520000",5060297,60967,83
2008,"Rowe","02530000",425607,47290,9
2008,"Salem","02580000",24362305,57731,422
2008,"Sandwich","02610000",14889074,62297,239
2008,"Saugus","02620000",10970342,59299,185
2008,"Savoy","02630000",253827,36261,7
2008,"Scituate","02640000",14449603,59709,242
2008,"Seekonk","02650000",8741942,62000,141
2008,"Sharon","02660000",15402791,61611,250
2008,"Shawsheen Valley Regional Vocational Technical","08710000",8593739,70440,122
2008,"Sherborn","02690000",2483596,75260,33
2008,"Shirley","02700000",2752354,57341,48
2008,"Shrewsbury","02710000",22112131,60915,363
2008,"Shutesbury","02720000",750103,53579,14
2008,"Silver Lake","07600000",9612897,69158,139
2008,"Somerset","02730000",12488612,55016,227
2008,"Somerville","02740000",26375064,66942,394
2008,"South Hadley","02780000",9639731,58071,166
2008,"South Middlesex Regional Vocational Technical","08290000",5809689,76443,76
2008,"South Shore Regional Vocational Technical","08730000",4130280,70483,58.6
2008,"Southampton","02750000",2256985,57871,39
2008,"Southborough","02760000",7285040,62802,116
2008,"Southbridge","02770000",11607113,67483,172
2008,"Southeastern Regional Vocational Technical","08720000",7752214,73134,106
2008,"Southern Berkshire","07650000",4658788,56814,82
2008,"Southern Worcester County Regional Vocational Technical","08760000",6914713,63438,109
2008,"Southwick-Tolland-Granville Regional School District","07660000",7595735,55042,138
2008,"Spencer-E Brookfield","07670000",8465831,60905,139
2008,"Springfield","02810000",122554801,55505,2208
2008,"Stoneham","02840000",11212168,57795,194
2008,"Stoughton","02850000",18359441,62235,295
2008,"Sturbridge","02870000",4483054,63142,71
2008,"Sudbury","02880000",12730194,58395,218
2008,"Sunderland","02890000",1084511,51643,21
2008,"Sutton","02900000",7147336,63251,113
2008,"Swampscott","02910000",11376167,65007,175
2008,"Swansea","02920000",8484641,55820,152
2008,"Tantasqua","07700000",9438463,64647,146
2008,"Taunton","02930000",32218992,63800,505
2008,"Tewksbury","02950000",16498557,62972,262
2008,"Tisbury","02960000",2305569,65873,35
2008,"Topsfield","02980000",3280763,60755,54
2008,"Tri County Regional Vocational Technical","08780000",6059062,72132,84
2008,"Triton","07730000",14213971,61800,230
2008,"Truro","03000000",812393,54160,15
2008,"Tyngsborough","03010000",9057882,59591,152
2008,"Up-Island Regional","07740000",2812016,70300,40
2008,"Upper Cape Cod Regional Vocational Technical","08790000",4357433,65036,67
2008,"Uxbridge","03040000",9651730,65658,147
2008,"Wachusett","07750000",27963149,59370,471
2008,"Wakefield","03050000",15690263,60347,260
2008,"Wales","03060000",645686,49668,13
2008,"Walpole","03070000",15551805,58908,264
2008,"Waltham","03080000",26982110,65017,415
2008,"Ware","03090000",4924190,55328,89
2008,"Wareham","03100000",14838537,67448,220
2008,"Watertown","03140000",14419123,63801,226
2008,"Wayland","03150000",15406257,73015,211
2008,"Webster","03160000",7954347,60260,132
2008,"Wellesley","03170000",24397028,71128,343
2008,"Wellfleet","03180000",940149,52231,18
2008,"West Boylston","03220000",5273274,64308,82
2008,"West Bridgewater","03230000",4949346,59631,83
2008,"West Springfield","03320000",16964965,55990,303
2008,"Westborough","03210000",19263068,74375,259
2008,"Westfield","03250000",27569583,54058,510
2008,"Westford","03260000",21976437,60708,362
2008,"Westhampton","03270000",626063,52172,12
2008,"Weston","03300000",13787532,73338,188
2008,"Westport","03310000",7103606,56829,125
2008,"Westwood","03350000",14896813,66504,224
2008,"Weymouth","03360000",30209023,61526,491
2008,"Whately","03370000",568187,51653,11
2008,"Whitman-Hanson","07800000",16759229,62769,267
2008,"Whittier Regional Vocational Technical","08850000",7627085,66904,114
2008,"Williamsburg","03400000",1040671,57815,18
2008,"Williamstown","03410000",2312726,64242,36
2008,"Wilmington","03420000",16078425,61603,261
2008,"Winchendon","03430000",7198884,57134,126
2008,"Winchester","03440000",20142328,71681,281
2008,"Winthrop","03460000",10130131,68447,148
2008,"Woburn","03470000",22560219,61640,366
2008,"Worcester","03480000",131798991,70106,1880
2008,"Wrentham","03500000",4903907,62075,79
2008,"State Totals","00000000",4448593856,64164,69331.4
2009,"Abington","00010000",8963820,61939,144.7
2009,"Acton","00020000",10131239,74054,136.8
2009,"Acton-Boxborough","06000000",12648104,71633,176.6
2009,"Acushnet","00030000",3838899,51989,73.8
2009,"Adams-Cheshire","06030000",6895054,61159,112.7
