"year","district","discode","total_salary","avg_salary","n_FTE"
1997,"Abington","00010000",5694240,39932,142.6
1997,"Acton","00020000",5702250,46817,121.8
1997,"Acton-Boxborough","06000000",5221907,40988,127.4
1997,"Acushnet","00030000",2470651,38010,65
1997,"Adams-Cheshire","06030000",5096381,38033,134
1997,"Agawam","00050000",10998365,41270,266.5
1997,"Amesbury","00070000",7293438,35132,207.6
1997,"Amherst","00080000",5846969,42277,138.3
1997,"Amherst-Pelham","06050000",6084876,43216,140.8
1997,"Andover","00090000",16876982,48386,348.8
1997,"Arlington","00100000",12544878,46104,272.1
1997,"Ashburnham-Westminster","06100000",6108909,36890,165.6
1997,"Ashland","00140000",5544299,40089,138.3
1997,"Assabet Valley Regional Vocational Technical","08010000",4323987,49530,87.3
1997,"Athol-Royalston","06150000",5793542,36645,158.1
1997,"Attleboro","00160000",16068704,41791,384.5
1997,"Auburn","00170000",7217963,45425,158.9
1997,"Avon","00180000",2301423,40376,57
1997,"Ayer","00190000",3480504,30504,114.1
1997,"Barnstable","00200000",19652351,44432,442.3
1997,"Bedford","00230000",6954786,43576,159.6
1997,"Belchertown","00240000",4806513,36166,132.9
1997,"Bellingham","00250000",6886486,42326,162.7
1997,"Belmont","00260000",10789411,49561,217.7
1997,"Berkley","00270000",2047342,40302,50.8
1997,"Berkshire Hills","06180000",5833809,42305,137.9
1997,"Berlin","00280000",652489,32624,20
1997,"Berlin-Boylston","06200000",1358317,39486,34.4
1997,"Beverly","00300000",12633928,42043,300.5
1997,"Billerica","00310000",18149626,35106,517
1997,"Blackstone-Millville","06220000",5950405,40534,146.8
1997,"Blackstone Valley Regional Vocational Technical","08050000",2854539,41370,69
1997,"Blue Hills Regional Vocational Technical","08060000",4144533,50237,82.5
1997,"Boston","00350000",216150797,50857,4250.2
1997,"Bourne","00360000",6106351,41625,146.7
1997,"Boxborough","00370000",1237485,42380,29.2
1997,"Boxford","00380000",2418524,42356,57.1
1997,"Boylston","00390000",956582,46212,20.7
1997,"Braintree","00400000",15694055,46584,336.9
1997,"Brewster","00410000",2077960,37919,54.8
1997,"Bridgewater-Raynham","06250000",14190645,51734,274.3
1997,"Brimfield","00430000",869655,37647,23.1
1997,"Bristol County Agricultural","09100000",1265802,40832,31
1997,"Bristol-Plymouth Regional Vocational Technical","08100000",2864127,39288,72.9
1997,"Brockton","00440000",39043451,46260,844
1997,"Brookfield","00450000",977277,36062,27.1
1997,"Brookline","00460000",21503715,47116,456.4
1997,"Burlington","00480000",12843350,48667,263.9
1997,"Cambridge","00490000",34788609,49726,699.6
1997,"Canton","00500000",8295513,41939,197.8
1997,"Cape Cod Regional Vocational Technical","08150000",2473531,41226,60
1997,"Carlisle","00510000",2348044,47340,49.6
1997,"Carver","00520000",5725701,41641,137.5
1997,"Central Berkshire","06350000",7026077,44724,157.1
1997,"Chatham","00550000",2801523,45553,61.5
1997,"Chelmsford","00560000",15742277,46824,336.2
1997,"Chelsea","00570000",11273357,31578,357
1997,"Chesterfield-Goshen","06320000",467948,35451,13.2
1997,"Chicopee","00610000",20361141,34278,594
1997,"Clarksburg","00630000",574745,37565,15.3
1997,"Clinton","00640000",5460434,38238,142.8
1997,"Cohasset","00650000",3856414,43724,88.2
1997,"Concord","00670000",7065424,55459,127.4
1997,"Concord-Carlisle","06400000",4080256,60181,67.8
1997,"Conway","00680000",538614,38749,13.9
1997,"Danvers","00710000",10769103,44834,240.2
1997,"Dartmouth","00720000",10552998,35460,297.6
1997,"Dedham","00730000",9288847,41974,221.3
1997,"Deerfield","00740000",1229784,41268,29.8
1997,"Dennis-Yarmouth","06450000",12400286,43282,286.5
1997,"Dighton-Rehoboth","06500000",7778552,38622,201.4
1997,"Douglas","00770000",2943726,38733,76
1997,"Dover","00780000",1393259,44090,31.6
1997,"Dover-Sherborn","06550000",3935624,52615,74.8
1997,"Dracut","00790000",9605729,44266,217
1997,"Dudley-Charlton Reg","06580000",9068315,41983,216
1997,"Duxbury","00820000",8710544,48419,179.9
1997,"East Bridgewater","00830000",5724969,44867,127.6
1997,"East Longmeadow","00870000",6514281,38410,169.6
1997,"Eastham","00850000",991724,36327,27.3
1997,"Easthampton","00860000",4976261,39183,127
1997,"Easton","00880000",8988486,42399,212
1997,"Edgartown","00890000",1403822,43733,32.1
1997,"Erving","00910000",581530,38008,15.3
1997,"Essex","00920000",1016660,42897,23.7
1997,"Essex County","09130000",2710543,40456,67
1997,"Everett","00930000",13543217,39370,344
1997,"Fairhaven","00940000",5665059,40235,140.8
1997,"Fall River","00950000",33616220,39089,860
1997,"Falmouth","00960000",13586635,45093,301.3
1997,"Farmington River Reg","06620000",666527,38978,17.1
1997,"Fitchburg","00970000",13793242,38421,359
1997,"Florida","00980000",354157,27669,12.8
1997,"Foxborough","00990000",7760953,44323,175.1
1997,"Framingham","01000000",26813328,37138,722
1997,"Franklin","01010000",12304879,40199,306.1
1997,"Franklin County Regional Vocational Technical","08180000",2235351,39564,56.5
1997,"Freetown","01020000",1025300,37557,27.3
1997,"Freetown-Lakeville","06650000",4897307,41538,117.9
1997,"Frontier","06700000",1828893,38261,47.8
1997,"Gardner","01030000",6571077,36916,178
1997,"Gateway","06720000",4508505,34155,132
1997,"Georgetown","01050000",3414671,37360,91.4
1997,"Gill-Montague","06740000",4472000,33853,132.1
1997,"Gloucester","01070000",11092058,37715,294.1
1997,"Grafton","01100000",5454855,40708,134
1997,"Granby","01110000",2397988,37236,64.4
1997,"Granville","01120000",559973,30938,18.1
1997,"Greater Fall River Regional Vocational Technical","08210000",3861925,37677,102.5
1997,"Greater Lawrence Regional Vocational Technical","08230000",6090687,45453,134
1997,"Greater Lowell Regional Vocational Technical","08280000",7623797,48405,157.5
1997,"Greater New Bedford Regional Vocational Technical","08250000",7560484,44213,171
1997,"Greenfield","01140000",5896270,34241,172.2
1997,"Groton-Dunstable","06730000",5408407,38576,140.2
1997,"Hadley","01170000",1587468,37797,42
1997,"Halifax","01180000",1659950,43341,38.3
1997,"Hamilton-Wenham","06750000",6344858,35887,176.8
1997,"Hampden-Wilbraham","06800000",9277118,40850,227.1
1997,"Hampshire","06830000",2220404,37634,59
1997,"Hancock","01210000",203895,22655,9
1997,"Hanover","01220000",6925165,48091,144
1997,"Harvard","01250000",2887472,43883,65.8
1997,"Harwich","01260000",4596300,46710,98.4
1997,"Hatfield","01270000",1250912,28174,44.4
1997,"Haverhill","01280000",21532764,43066,500
1997,"Hawlemont","06850000",457474,33392,13.7
1997,"Hingham","01310000",10887944,48564,224.2
1997,"Holbrook","01330000",3688848,44551,82.8
1997,"Holland","01350000",724401,37149,19.5
1997,"Holliston","01360000",7967919,38887,204.9
1997,"Holyoke","01370000",23702932,38718,612.2
1997,"Hopedale","01380000",3003978,41955,71.6
1997,"Hopkinton","01390000",6335998,43131,146.9
1997,"Hudson","01410000",7925557,43523,182.1
1997,"Hull","01420000",4098598,40986,100
1997,"Ipswich","01440000",5055952,42416,119.2
1997,"King Philip","06900000",5023808,46006,109.2
1997,"Kingston","01450000",2651249,41491,63.9
1997,"Lakeville","01460000",1305479,40669,32.1
1997,"Lanesborough","01480000",836321,39449,21.2
1997,"Lawrence","01490000",31629895,40018,790.4
1997,"Lee","01500000",2870866,41427,69.3
1997,"Leicester","01510000",4194368,39570,106
1997,"Lenox","01520000",2983859,46990,63.5
1997,"Leominster","01530000",14359017,40505,354.5
1997,"Leverett","01540000",532614,30610,17.4
1997,"Lexington","01550000",21540991,54645,394.2
1997,"Lincoln","01570000",2468376,43003,57.4
1997,"Lincoln-Sudbury","06950000",4344464,50991,85.2
1997,"Littleton","01580000",3608798,39657,91
1997,"Longmeadow","01590000",9455907,41041,230.4
1997,"Lowell","01600000",46871043,44605,1050.8
1997,"Ludlow","01610000",7300044,39038,187
1997,"Lunenburg","01620000",4307114,42857,100.5
1997,"Lynn","01630000",40014204,43636,917
1997,"Lynnfield","01640000",5800128,47738,121.5
1997,"Malden","01650000",17432851,44404,392.6
1997,"Manchester","01660000",3218551,49289,65.3
1997,"Mansfield","01670000",10140145,40626,249.6
1997,"Marblehead","01680000",9013455,45987,196
1997,"Marion","01690000",1421460,45414,31.3
1997,"Marlborough","01700000",14109110,48072,293.5
1997,"Marshfield","01710000",13145659,45661,287.9
1997,"Marthas Vineyard","07000000",2478302,43479,57
1997,"Masconomet","07050000",4177838,41904,99.7
1997,"Mashpee","01720000",3944992,37607,104.9
1997,"Mattapoisett","01730000",1617885,40047,40.4
1997,"Maynard","01740000",4088977,37173,110
1997,"Medfield","01750000",6944121,45655,152.1
1997,"Medford","01760000",18871160,42637,442.6
1997,"Medway","01770000",6603021,46863,140.9
1997,"Melrose","01780000",10565912,44451,237.7
1997,"Mendon-Upton","07100000",4068739,40606,100.2
1997,"Methuen","01810000",14713436,38247,384.7
1997,"Middleborough","01820000",8496817,42957,197.8
1997,"Middleton","01840000",1494211,39529,37.8
1997,"Milford","01850000",12725059,44138,288.3
1997,"Millbury","01860000",5053461,47317,106.8
1997,"Millis","01870000",3438276,46843,73.4
1997,"Milton","01890000",10259345,41892,244.9
1997,"Minuteman Regional Vocational Technical","08300000",5146919,41341,124.5
1997,"Mohawk Trail","07170000",4865822,35963,135.3
1997,"Monson","01910000",3420192,40717,84
1997,"Montachusett Regional Vocational Technical","08320000",4067981,46070,88.3
1997,"Mount Greylock","07150000",2546596,48973,52
1997,"Nahant","01960000",737310,41656,17.7
1997,"Nantucket","01970000",4866640,31317,155.4
1997,"Narragansett","07200000",3482979,34830,100
1997,"Nashoba","07250000",9594237,43970,218.2
1997,"Nashoba Valley Regional Vocational Technical","08520000",2041215,37730,54.1
1997,"Natick","01980000",13559512,46612,290.9
1997,"Nauset","06600000",5509184,40869,134.8
1997,"Needham","01990000",13561347,47584,285
1997,"New Bedford","02010000",41194258,44486,926
1997,"New Salem-Wendell","07280000",462980,32835,14.1
1997,"Newburyport","02040000",7726621,41496,186.2
1997,"Newton","02070000",37511009,49227,762
1997,"Norfolk","02080000",2775390,44837,61.9
1997,"Norfolk County Agricultural","09150000",1691415,40954,41.3
1997,"North Adams","02090000",6398422,37418,171
1997,"North Andover","02110000",10196599,44314,230.1
1997,"North Attleborough","02120000",10237773,37501,273
1997,"North Brookfield","02150000",2394103,37176,64.4
1997,"North Middlesex","07350000",11671488,38840,300.5
1997,"North Reading","02170000",5716840,46066,124.1
1997,"North Shore","08540000",1720713,32775,52.5
1997,"Northampton","02100000",8117933,29413,276
1997,"Northampton-Smith Vocational Agricultural","04060000",2070112,43399,47.7
1997,"Northboro-Southboro","07300000",3135135,49372,63.5
1997,"Northborough","02130000",5267285,47029,112
1997,"Northbridge","02140000",5788676,42626,135.8
1997,"Northeast Metropolitan Regional Vocational Technical","08530000",5217315,48760,107
1997,"Northern Berkshire Regional Vocational Technical","08510000",1707726,36568,46.7
1997,"Norton","02180000",6205368,40295,154
1997,"Norwell","02190000",6501004,53772,120.9
1997,"Norwood","02200000",10785103,43771,246.4
1997,"Oak Bluffs","02210000",1448190,43230,33.5
1997,"Old Colony Regional Vocational Technical","08550000",1978864,39185,50.5
1997,"Old Rochester","07400000",3312995,41937,79
1997,"Orange","02230000",2174433,33976,64
1997,"Orleans","02240000",1118299,41266,27.1
1997,"Oxford","02260000",5065526,42567,119
1997,"Palmer","02270000",4686723,36615,128
1997,"Pathfinder Regional Vocational Technical","08600000",3125737,41956,74.5
1997,"Peabody","02290000",16105109,39697,405.7
1997,"Pelham","02300000",398079,41467,9.6
1997,"Pembroke","02310000",4774190,46217,103.3
1997,"Pentucket","07450000",8187336,34633,236.4
1997,"Petersham","02340000",186536,24544,7.6
1997,"Pioneer Valley","07500000",2757313,31369,87.9
1997,"Pittsfield","02360000",19959287,40625,491.3
1997,"Plainville","02380000",1641479,42089,39
1997,"Plymouth","02390000",26123136,44670,584.8
1997,"Plympton","02400000",742166,41004,18.1
1997,"Provincetown","02420000",1757865,31616,55.6
1997,"Quabbin","07530000",7247231,40487,179
1997,"Quaboag Regional","07780000",3851733,36337,106
1997,"Quincy","02430000",26400470,45518,580
1997,"Ralph C Mahar","07550000",2312449,38996,59.3
1997,"Randolph","02440000",11149901,41635,267.8
1997,"Reading","02460000",11827492,45057,262.5
1997,"Revere","02480000",15496765,45713,339
1997,"Richmond","02490000",688053,37394,18.4
1997,"Rochester","02500000",1278106,44379,28.8
1997,"Rockland","02510000",7150734,45315,157.8
1997,"Rockport","02520000",3197397,39868,80.2
1997,"Rowe","02530000",144294,18739,7.7
1997,"Salem","02580000",13911548,40892,340.2
1997,"Sandwich","02610000",9851657,43380,227.1
1997,"Saugus","02620000",9842854,40093,245.5
1997,"Savoy","02630000",165770,39469,4.2
1997,"Scituate","02640000",8315218,44730,185.9
1997,"Seekonk","02650000",6164293,44062,139.9
1997,"Sharon","02660000",8711442,40406,215.6
1997,"Shawsheen Valley Regional Vocational Technical","08710000",5694361,50843,112
1997,"Sherborn","02690000",1301710,47335,27.5
1997,"Shirley","02700000",1713009,26977,63.5
1997,"Shrewsbury","02710000",10982387,41474,264.8
1997,"Shutesbury","02720000",607286,37955,16
1997,"Silver Lake","07600000",8806549,44365,198.5
1997,"Somerset","02730000",9358190,45650,205
1997,"Somerville","02740000",20695572,39961,517.9
1997,"South Hadley","02780000",6216732,39572,157.1
1997,"South Middlesex Regional Vocational Technical","08290000",4214632,52683,80
1997,"South Shore Regional Vocational Technical","08730000",2529071,48636,52
1997,"Southampton","02750000",1182117,38133,31
1997,"Southborough","02760000",3253439,45694,71.2
1997,"Southbridge","02770000",7412507,38407,193
1997,"Southeastern Regional Vocational Technical","08720000",3977683,41870,95
1997,"Southern Berkshire","07650000",3311810,43519,76.1
1997,"Southern Worcester County Regional Vocational Technical","08760000",4373922,44632,98
1997,"Southwick-Tolland-Granville Regional School District","07660000",4975290,38037,130.8
1997,"Spencer-E Brookfield","07670000",6362514,45124,141
1997,"Springfield","02810000",74517141,39879,1868.6
1997,"Stoneham","02840000",7619539,45247,168.4
1997,"Stoughton","02850000",11710870,42050,278.5
1997,"Sturbridge","02870000",2868209,46113,62.2
1997,"Sudbury","02880000",7167416,47216,151.8
1997,"Sunderland","02890000",720669,40487,17.8
1997,"Sutton","02900000",3467213,41276,84
1997,"Swampscott","02910000",6701022,42092,159.2
1997,"Swansea","02920000",6023384,40699,148
1997,"Tantasqua","07700000",5226198,45288,115.4
1997,"Taunton","02930000",18655257,43183,432
1997,"Tewksbury","02950000",11097883,45954,241.5
1997,"Tisbury","02960000",1418285,45458,31.2
1997,"Topsfield","02980000",1774969,40617,43.7
1997,"Tri County Regional Vocational Technical","08780000",3518047,46474,75.7
1997,"Triton","07730000",8760436,43049,203.5
1997,"Truro","03000000",495411,28309,17.5
1997,"Tyngsborough","03010000",4420983,40374,109.5
1997,"Up-Island Regional","07740000",1640972,43297,37.9
1997,"Upper Cape Cod Regional Vocational Technical","08790000",1908200,35013,54.5
1997,"Uxbridge","03040000",4605887,38543,119.5
1997,"Wachusett","07750000",18674740,46443,402.1
1997,"Wakefield","03050000",10562376,44548,237.1
1997,"Wales","03060000",395452,31138,12.7
1997,"Walpole","03070000",8745490,39447,221.7
1997,"Waltham","03080000",19142643,41614,460
1997,"Ware","03090000",3343949,35879,93.2
1997,"Wareham","03100000",8829664,41946,210.5
1997,"Watertown","03140000",9611781,49931,192.5
1997,"Wayland","03150000",8989401,54847,163.9
1997,"Webster","03160000",5755514,42824,134.4
1997,"Wellesley","03170000",11909867,48831,243.9
1997,"Wellfleet","03180000",685981,39652,17.3
1997,"West Boylston","03220000",2995609,34002,88.1
1997,"West Bridgewater","03230000",3113679,42537,73.2
1997,"West Springfield","03320000",9741256,38412,253.6
1997,"Westborough","03210000",9300407,46901,198.3
1997,"Westfield","03250000",17314354,38306,452
1997,"Westford","03260000",10008376,46100,217.1
1997,"Westhampton","03270000",369385,43457,8.5
1997,"Weston","03300000",7262594,56695,128.1
1997,"Westport","03310000",4488509,38429,116.8
1997,"Westwood","03350000",8144098,47906,170
1997,"Weymouth","03360000",19371066,31683,611.4
1997,"Whately","03370000",351044,37747,9.3
1997,"Whitman-Hanson","07800000",12207805,45081,270.8
1997,"Whittier Regional Vocational Technical","08850000",4378080,42506,103
1997,"Williamsburg","03400000",628358,33071,19
1997,"Williamstown","03410000",1565112,41405,37.8
1997,"Wilmington","03420000",9118427,45275,201.4
1997,"Winchendon","03430000",4681521,32065,146
1997,"Winchester","03440000",10657197,48464,219.9
1997,"Winthrop","03460000",6433969,37847,170
1997,"Woburn","03470000",16023021,45846,349.5
1997,"Worcester","03480000",73898505,43165,1712
1997,"Worcester Trade","04080000",6095363,47251,129
1997,"Wrentham","03500000",2682004,42504,63.1
1997,"State Totals","00000000",2734417471,42874,63777.8
1998,"Abington","00010000",6256141,41349,151.3
1998,"Acton","00020000",6244184,50397,123.9
1998,"Acton-Boxborough","06000000",5665601,42856,132.2
1998,"Acushnet","00030000",2609300,39535,66
1998,"Adams-Cheshire","06030000",5039542,35997,140
1998,"Agawam","00050000",11858346,42687,277.8
1998,"Amesbury","00070000",7739979,41680,185.7
1998,"Amherst","00080000",6247661,44594,140.1
1998,"Amherst-Pelham","06050000",6435907,43281,148.7
1998,"Andover","00090000",17977177,47888,375.4
1998,"Arlington","00100000",13566324,46588,291.2
1998,"Ashburnham-Westminster","06100000",6348572,37126,171
1998,"Ashland","00140000",5938393,40535,146.5
1998,"Assabet Valley Regional Vocational Technical","08010000",4543915,48443,93.8
1998,"Athol-Royalston","06150000",6262582,38539,162.5
1998,"Attleboro","00160000",17721902,44095,401.9
1998,"Auburn","00170000",7166614,42914,167
1998,"Avon","00180000",1707926,29964,57
1998,"Ayer","00190000",3711329,33078,112.2
1998,"Barnstable","00200000",20781388,42895,484.5
1998,"Bedford","00230000",7455252,43547,171.2
1998,"Belchertown","00240000",5341635,35754,149.4
1998,"Bellingham","00250000",7266538,44800,162.2
1998,"Belmont","00260000",11306260,50712,223
1998,"Berkley","00270000",2249511,41658,54
1998,"Berkshire Hills","06180000",5673879,39457,143.8
1998,"Berlin","00280000",708842,35982,19.7
1998,"Berlin-Boylston","06200000",1270176,37803,33.6
1998,"Beverly","00300000",14371094,44117,325.8
1998,"Billerica","00310000",19209483,36920,520.3
1998,"Blackstone-Millville","06220000",6492231,45544,142.6
1998,"Blackstone Valley Regional Vocational Technical","08050000",3241336,42095,77
1998,"Blue Hills Regional Vocational Technical","08060000",4323332,53374,81
1998,"Boston","00350000",231796784,51370,4512.3
1998,"Bourne","00360000",6422808,43222,148.6
1998,"Boxborough","00370000",1265124,41344,30.6
1998,"Boxford","00380000",2707930,42049,64.4
1998,"Boylston","00390000",976151,44170,22.1
1998,"Braintree","00400000",16309064,48252,338
1998,"Brewster","00410000",2250926,40557,55.5
1998,"Bridgewater-Raynham","06250000",15027592,53747,279.6
1998,"Brimfield","00430000",1009286,40291,25.1
1998,"Bristol County Agricultural","09100000",1300598,41955,31
1998,"Bristol-Plymouth Regional Vocational Technical","08100000",3105892,42142,73.7
1998,"Brockton","00440000",44313527,46054,962.2
1998,"Brookfield","00450000",1106726,38562,28.7
1998,"Brookline","00460000",21955692,47959,457.8
1998,"Burlington","00480000",13678666,51520,265.5
1998,"Cambridge","00490000",35804392,51591,694
1998,"Canton","00500000",8806937,45164,195
1998,"Cape Cod Regional Vocational Technical","08150000",2582622,41655,62
1998,"Carlisle","00510000",2610383,43872,59.5
1998,"Carver","00520000",5958908,42053,141.7
1998,"Central Berkshire","06350000",7477704,46417,161.1
1998,"Chatham","00550000",2816019,45274,62.2
1998,"Chelmsford","00560000",16787743,49001,342.6
1998,"Chelsea","00570000",12935263,33862,382
1998,"Chesterfield-Goshen","06320000",460811,37771,12.2
1998,"Chicopee","00610000",19933000,29530,675
1998,"Clarksburg","00630000",608816,39792,15.3
1998,"Clinton","00640000",5915028,39224,150.8
1998,"Cohasset","00650000",4100390,46490,88.2
1998,"Concord","00670000",7782821,59730,130.3
1998,"Concord-Carlisle","06400000",4116987,60544,68
1998,"Conway","00680000",551748,38584,14.3
1998,"Danvers","00710000",11371471,46509,244.5
1998,"Dartmouth","00720000",11293645,36186,312.1
1998,"Dedham","00730000",9970659,45239,220.4
1998,"Deerfield","00740000",1385438,44263,31.3
1998,"Dennis-Yarmouth","06450000",13239296,43708,302.9
1998,"Dighton-Rehoboth","06500000",8268182,41737,198.1
1998,"Douglas","00770000",3192892,40935,78
1998,"Dover","00780000",1552154,44666,34.8
1998,"Dover-Sherborn","06550000",4284197,54785,78.2
1998,"Dracut","00790000",10263996,42239,243
1998,"Dudley-Charlton Reg","06580000",9700197,41721,232.5
1998,"Duxbury","00820000",9307497,50368,184.8
1998,"East Bridgewater","00830000",6603355,45603,144.8
1998,"East Longmeadow","00870000",6937480,38953,178.1
1998,"Eastham","00850000",1069687,38478,27.8
1998,"Easthampton","00860000",5272207,38823,135.8
1998,"Easton","00880000",9312082,42405,219.6
1998,"Edgartown","00890000",1564273,40110,39
1998,"Erving","00910000",592395,41339,14.3
1998,"Essex","00920000",1066078,41482,25.7
1998,"Essex County","09130000",2868253,42180,68
1998,"Everett","00930000",14844099,41932,354
1998,"Fairhaven","00940000",5990767,41089,145.8
1998,"Fall River","00950000",36553543,41491,881
1998,"Falmouth","00960000",14734248,46769,315
1998,"Farmington River Reg","06620000",682332,40137,17
1998,"Fitchburg","00970000",14812051,37499,395
1998,"Florida","00980000",380903,29758,12.8
1998,"Foxborough","00990000",8298607,45647,181.8
1998,"Framingham","01000000",27917098,45766,610
1998,"Franklin","01010000",14251826,41684,341.9
1998,"Franklin County Regional Vocational Technical","08180000",2315868,41061,56.4
1998,"Freetown","01020000",1073865,40677,26.4
1998,"Freetown-Lakeville","06650000",5199367,34050,152.7
1998,"Frontier","06700000",1989972,39096,50.9
1998,"Gardner","01030000",7138586,41145,173.5
1998,"Gateway","06720000",4650440,36762,126.5
1998,"Georgetown","01050000",3698019,39636,93.3
1998,"Gill-Montague","06740000",4686116,34130,137.3
1998,"Gloucester","01070000",11419697,39501,289.1
1998,"Grafton","01100000",6038415,38832,155.5
1998,"Granby","01110000",2649732,38514,68.8
1998,"Granville","01120000",624506,32697,19.1
1998,"Greater Fall River Regional Vocational Technical","08210000",4311428,40867,105.5
1998,"Greater Lawrence Regional Vocational Technical","08230000",6318460,46803,135
1998,"Greater Lowell Regional Vocational Technical","08280000",7732491,49252,157
1998,"Greater New Bedford Regional Vocational Technical","08250000",7925627,44778,177
1998,"Greenfield","01140000",6121758,38499,159
1998,"Groton-Dunstable","06730000",5720830,38746,147.7
1998,"Hadley","01170000",1580787,34365,46
1998,"Halifax","01180000",1865094,42582,43.8
1998,"Hamilton-Wenham","06750000",6835923,35756,191.2
1998,"Hampden-Wilbraham","06800000",9715869,42363,229.4
1998,"Hampshire","06830000",2401969,42816,56.1
1998,"Hancock","01210000",214555,20831,10.3
1998,"Hanover","01220000",7743016,46701,165.8
1998,"Harvard","01250000",3393738,43790,77.5
1998,"Harwich","01260000",4863424,45752,106.3
1998,"Hatfield","01270000",1342333,27849,48.2
1998,"Haverhill","01280000",23103034,44600,518
1998,"Hawlemont","06850000",446403,28253,15.8
1998,"Hingham","01310000",11450041,49902,229.5
1998,"Holbrook","01330000",3980572,45337,87.8
1998,"Holland","01350000",780226,38060,20.5
1998,"Holliston","01360000",8612985,39527,217.9
1998,"Holyoke","01370000",26496549,40165,659.7
1998,"Hopedale","01380000",3287199,39942,82.3
1998,"Hopkinton","01390000",7040807,46200,152.4
1998,"Hudson","01410000",8378691,45860,182.7
1998,"Hull","01420000",4303017,40981,105
1998,"Ipswich","01440000",5348046,44530,120.1
1998,"King Philip","06900000",5118826,46705,109.6
1998,"Kingston","01450000",3170790,47396,66.9
1998,"Lakeville","01460000",1435535,42724,33.6
1998,"Lanesborough","01480000",923673,48614,19
1998,"Lawrence","01490000",33064839,38992,848
1998,"Lee","01500000",2941283,41137,71.5
1998,"Leicester","01510000",4807899,42548,113
1998,"Lenox","01520000",2929891,43470,67.4
1998,"Leominster","01530000",15666185,38874,403
1998,"Leverett","01540000",510554,35455,14.4
1998,"Lexington","01550000",23254468,57169,406.8
1998,"Lincoln","01570000",2864096,51236,55.9
1998,"Lincoln-Sudbury","06950000",4858857,50247,96.7
1998,"Littleton","01580000",3846682,42271,91
1998,"Longmeadow","01590000",9842555,42608,231
1998,"Lowell","01600000",51487886,47202,1090.8
1998,"Ludlow","01610000",7714199,41033,188
1998,"Lunenburg","01620000",4786671,45427,105.4
1998,"Lynn","01630000",44064071,44518,989.8
1998,"Lynnfield","01640000",5907254,46007,128.4
1998,"Malden","01650000",19085497,50625,377
1998,"Manchester","01660000",3511462,49249,71.3
1998,"Mansfield","01670000",10554355,42083,250.8
1998,"Marblehead","01680000",9905121,50102,197.7
1998,"Marion","01690000",1638296,42443,38.6
1998,"Marlborough","01700000",13869960,44498,311.7
1998,"Marshfield","01710000",13573115,44989,301.7
1998,"Marthas Vineyard","07000000",2725489,46195,59
1998,"Masconomet","07050000",5004531,42037,119.1
1998,"Mashpee","01720000",4620970,37326,123.8
1998,"Mattapoisett","01730000",1676361,43429,38.6
1998,"Maynard","01740000",4285088,38849,110.3
1998,"Medfield","01750000",7289031,46605,156.4
1998,"Medford","01760000",19562955,43804,446.6
1998,"Medway","01770000",7196785,46127,156
1998,"Melrose","01780000",11135668,45396,245.3
1998,"Mendon-Upton","07100000",4584020,39861,115
1998,"Methuen","01810000",15617416,40565,385
1998,"Middleborough","01820000",8936770,42862,208.5
1998,"Middleton","01840000",1770117,41699,42.5
1998,"Milford","01850000",13379173,43666,306.4
1998,"Millbury","01860000",5497689,49573,110.9
1998,"Millis","01870000",3564538,47464,75.1
1998,"Milton","01890000",11154379,43915,254
1998,"Minuteman Regional Vocational Technical","08300000",5502577,43671,126
1998,"Mohawk Trail","07170000",5056638,38080,132.8
1998,"Monson","01910000",3882464,42431,91.5
1998,"Montachusett Regional Vocational Technical","08320000",4288796,46516,92.2
1998,"Mount Greylock","07150000",2712243,47835,56.7
1998,"Nahant","01960000",810582,43116,18.8
1998,"Nantucket","01970000",5493561,38283,143.5
1998,"Narragansett","07200000",3730961,36940,101
1998,"Nashoba","07250000",9037660,40401,223.7
1998,"Nashoba Valley Regional Vocational Technical","08520000",2091743,38808,53.9
1998,"Natick","01980000",14266912,47101,302.9
1998,"Nauset","06600000",5901944,42768,138
1998,"Needham","01990000",14654065,48355,303.1
1998,"New Bedford","02010000",40315933,40888,986
1998,"New Salem-Wendell","07280000",496385,31881,15.6
1998,"Newburyport","02040000",7842742,41940,187
1998,"Newton","02070000",41013791,49853,822.7
1998,"Norfolk","02080000",3091991,45205,68.4
1998,"Norfolk County Agricultural","09150000",1803551,43199,41.8
1998,"North Adams","02090000",6777632,38729,175
1998,"North Andover","02110000",11016834,45751,240.8
1998,"North Attleborough","02120000",11161700,38837,287.4
1998,"North Brookfield","02150000",2606958,39026,66.8
1998,"North Middlesex","07350000",12683893,39612,320.2
1998,"North Reading","02170000",6170743,47105,131
1998,"North Shore","08540000",1838320,34043,54
1998,"Northampton","02100000",9007194,36689,245.5
1998,"Northampton-Smith Vocational Agricultural","04060000",2416967,44759,54
1998,"Northboro-Southboro","07300000",3359000,50413,66.6
1998,"Northborough","02130000",5608188,45355,123.7
1998,"Northbridge","02140000",6365399,41878,152
1998,"Northeast Metropolitan Regional Vocational Technical","08530000",5422415,49747,109
1998,"Northern Berkshire Regional Vocational Technical","08510000",1999509,43279,46.2
1998,"Norton","02180000",6673620,42238,158
1998,"Norwell","02190000",6757326,55524,121.7
1998,"Norwood","02200000",11214314,45310,247.5
1998,"Oak Bluffs","02210000",1520797,25517,59.6
1998,"Old Colony Regional Vocational Technical","08550000",2014604,38373,52.5
1998,"Old Rochester","07400000",3452693,45430,76
